Date,Line,Station,on_board,getting_off
20240301,5호선,마곡,6339,6232
20240301,5호선,송정,4592,4484
20240301,5호선,김포공항,9270,8503
20240301,5호선,개화산,3652,3462
20240301,5호선,방화,4694,4371
20240301,4호선,남태령,979,619
20240301,4호선,사당,20651,18840
20240301,4호선,총신대입구(이수),13281,14137
20240301,4호선,동작(현충원),798,1042
20240301,4호선,이촌(국립중앙박물관),8742,8965
20240301,4호선,신용산,14781,15928
20240301,4호선,삼각지,5373,6628
20240301,4호선,숙대입구(갈월),9691,9248
20240301,4호선,서울역,7140,17760
20240301,4호선,회현(남대문시장),24128,25067
20240301,4호선,명동,30270,33981
20240301,4호선,충무로,16203,17132
20240301,4호선,동대문역사문화공원(DDP),16984,14452
20240301,4호선,동대문,19178,19625
20240301,4호선,혜화,32592,33565
20240301,4호선,한성대입구(삼선교),9470,9600
20240301,4호선,성신여대입구(돈암),16870,16276
20240301,4호선,길음,13773,12868
20240301,4호선,미아사거리,20064,19277
20240301,4호선,미아(서울사이버대학),10357,9651
20240301,4호선,수유(강북구청),25422,25234
20240301,4호선,쌍문,19904,17738
20240301,4호선,창동,19150,19865
20240301,4호선,노원,21646,24068
20240301,4호선,상계,13236,12167
20240301,4호선,당고개,6944,6206
20240301,3호선,오금,3438,3112
20240301,3호선,경찰병원,3633,3461
20240301,3호선,가락시장,5819,5491
20240301,3호선,수서,13506,13503
20240301,3호선,일원,4668,4433
20240301,3호선,대청,5632,5325
20240301,3호선,학여울,2886,3108
20240301,3호선,대치,7722,7205
20240301,3호선,도곡,2614,2737
20240301,3호선,매봉,5756,5544
20240301,3호선,양재(서초구청),16501,18172
20240301,3호선,남부터미널(예술의전당),19344,19627
20240301,3호선,교대(법원.검찰청),7254,3865
20240301,3호선,고속터미널,57399,58218
20240301,3호선,잠원,2667,2567
20240301,3호선,신사,15700,16762
20240301,3호선,압구정,17145,18593
20240301,3호선,옥수,6020,6014
20240301,3호선,금호,5587,5268
20240301,3호선,약수,9129,8568
20240301,3호선,동대입구,7758,8379
20240301,3호선,충무로,8,0
20240301,3호선,을지로3가,6677,7066
20240301,3호선,종로3가,8263,10666
20240301,3호선,안국,22183,22598
20240301,3호선,경복궁(정부서울청사),23410,24675
20240301,3호선,독립문,14882,15762
20240301,3호선,홍제,12860,12066
20240301,3호선,녹번,9434,8442
20240301,3호선,불광,12569,13675
20240301,3호선,연신내,25518,24430
20240301,3호선,구파발,15348,15533
20240301,3호선,지축,4767,4351
20240301,2호선,용두(동대문구청),1877,1743
20240301,2호선,신정네거리,6785,6740
20240301,2호선,양천구청,4058,3943
20240301,2호선,도림천,756,781
20240301,2호선,신설동,3278,3036
20240301,2호선,신답,952,953
20240301,2호선,용답,2156,1974
20240301,2호선,충정로(경기대입구),5305,5463
20240301,2호선,아현,7047,6483
20240301,2호선,이대,11058,11593
20240301,2호선,신촌,29816,30673
20240301,2호선,홍대입구,80978,89557
20240301,2호선,합정,28569,32152
20240301,2호선,당산,10000,11058
20240301,2호선,영등포구청,12385,12871
20240301,2호선,문래,11334,11959
20240301,2호선,신도림,37526,37493
20240301,2호선,대림(구로구청),16260,17023
20240301,2호선,구로디지털단지,32116,31248
20240301,2호선,신대방,18620,17174
20240301,2호선,신림,42326,40320
20240301,2호선,봉천,16458,14717
20240301,2호선,서울대입구(관악구청),33342,31581
20240301,2호선,낙성대(강감찬),20421,18541
20240301,2호선,사당,29188,31898
20240301,2호선,방배,7494,2738
20240301,2호선,서초,8245,7199
20240301,2호선,교대(법원.검찰청),12451,15237
20240301,2호선,강남,44756,44224
20240301,2호선,역삼,15689,17263
20240301,2호선,선릉,20403,17807
20240301,2호선,삼성(무역센터),38457,37081
20240301,2호선,종합운동장,5818,6671
20240301,2호선,잠실새내,16740,17199
20240301,2호선,잠실(송파구청),77125,74093
20240301,2호선,잠실나루,7142,6903
20240301,2호선,강변(동서울터미널),26093,26998
20240301,2호선,구의(광진구청),16558,15632
20240301,2호선,건대입구,35166,37447
20240301,2호선,성수,29727,32872
20240301,2호선,뚝섬,17767,17808
20240301,2호선,한양대,3290,3345
20240301,2호선,왕십리(성동구청),12148,12156
20240301,2호선,상왕십리,9728,8988
20240301,2호선,신당,12018,13051
20240301,2호선,동대문역사문화공원(DDP),14938,16120
20240301,2호선,을지로4가,8621,8859
20240301,2호선,을지로3가,13602,13094
20240301,2호선,을지로입구,29779,29347
20240301,2호선,시청,13888,9958
20240301,1호선,동묘앞,11477,12300
20240301,1호선,청량리(서울시립대입구),19846,19929
20240301,1호선,제기동,14515,15172
20240301,1호선,신설동,9387,8862
20240301,1호선,동대문,11882,11919
20240301,1호선,종로5가,23606,21494
20240301,1호선,종로3가,23467,24004
20240301,1호선,종각,23248,22036
20240301,1호선,시청,24464,23887
20240301,1호선,서울역,45448,45866
20240301,9호선,염창,11394,10271
20240301,9호선,신목동,2236,1913
20240301,9호선,선유도,3898,3873
20240301,9호선,당산,12300,11327
20240301,9호선,국회의사당,6553,6075
20240301,9호선,여의도,15353,13823
20240301,9호선,샛강,2875,2719
20240301,9호선,노량진,19701,19084
20240301,9호선,노들,3174,2568
20240301,9호선,흑석(중앙대입구),5676,5424
20240301,9호선,동작(현충원),1665,2792
20240301,9호선,구반포,514,516
20240301,9호선,신반포,2458,2369
20240301,9호선,고속터미널,14190,23892
20240301,9호선,사평,2398,2273
20240301,9호선,신논현,21919,22174
20240301,9호선2~3단계,언주,5442,5486
20240301,9호선2~3단계,선정릉,3924,4225
20240301,9호선2~3단계,삼성중앙,3182,3281
20240301,9호선2~3단계,봉은사,18070,19335
20240301,9호선2~3단계,종합운동장,3166,2826
20240301,9호선2~3단계,삼전,5221,4806
20240301,9호선2~3단계,석촌고분,4928,4563
20240301,9호선2~3단계,석촌,6877,5435
20240301,9호선2~3단계,송파나루,4437,4719
20240301,9호선2~3단계,한성백제,1831,1594
20240301,9호선2~3단계,올림픽공원(한국체대),4033,4012
20240301,9호선2~3단계,둔촌오륜,636,681
20240301,9호선2~3단계,중앙보훈병원,5292,4679
20240301,경강선,판교,3873,3649
20240301,경강선,이매,753,628
20240301,경강선,삼동,1505,1406
20240301,경강선,경기광주,5157,4876
20240301,경강선,초월,2281,2054
20240301,경강선,곤지암,1894,1849
20240301,경강선,신둔도예촌,1162,1054
20240301,경강선,이천,2695,2827
20240301,경강선,부발,2013,1799
20240301,경강선,세종대왕릉,354,342
20240301,경강선,여주,2489,2656
20240301,경부선,서울역,10753,3750
20240301,경부선,남영,5790,5922
20240301,경부선,용산,46818,50580
20240301,경부선,노량진,7895,7331
20240301,경부선,대방,5597,6125
20240301,경부선,영등포,42322,44504
20240301,경부선,신도림,2655,2862
20240301,경부선,신길,5490,4500
20240301,경부선,구로,12103,12596
20240301,경부선,가산디지털단지,5835,7323
20240301,경부선,금천구청,7577,7456
20240301,경부선,석수,6136,5667
20240301,경부선,관악,5353,4925
20240301,경부선,안양,16675,16800
20240301,경부선,명학,4363,4055
20240301,경부선,금정,18874,18402
20240301,경부선,군포,3931,3729
20240301,경부선,의왕,5846,5754
20240301,경부선,성균관대,11596,11354
20240301,경부선,화서,18647,18560
20240301,경부선,수원,41887,45477
20240301,경부선,독산,8604,7890
20240301,경부선,세류,2713,2682
20240301,경부선,병점,12619,12580
20240301,경부선,세마,2550,2322
20240301,경부선,오산대,2925,2648
20240301,경부선,오산,9461,9155
20240301,경부선,진위,946,863
20240301,경부선,송탄,4452,3866
20240301,경부선,서정리,7585,6252
20240301,경부선,평택지제,3926,3692
20240301,경부선,평택,13685,13039
20240301,경부선,성환,3306,3022
20240301,경부선,직산,742,734
20240301,경부선,두정,6321,6262
20240301,경부선,천안,7464,8002
20240301,경부선,당정,3998,3784
20240301,경부선,서동탄,1107,1117
20240301,경부선,광명,3317,2989
20240301,경원선,이촌(국립중앙박물관),2619,2070
20240301,경원선,서빙고,1510,1526
20240301,경원선,한남,2442,2435
20240301,경원선,옥수,54,44
20240301,경원선,응봉,1343,1061
20240301,경원선,왕십리(성동구청),15140,14692
20240301,경원선,청량리(서울시립대입구),18534,19246
20240301,경원선,외대앞,6791,6469
20240301,경원선,신이문,5979,5290
20240301,경원선,석계,5944,6334
20240301,경원선,광운대,5529,5169
20240301,경원선,월계,4418,4052
20240301,경원선,녹천,2704,2250
20240301,경원선,창동,6,0
20240301,경원선,방학,7313,7045
20240301,경원선,도봉,4183,3952
20240301,경원선,도봉산,7315,4990
20240301,경원선,망월사,5174,5150
20240301,경원선,회룡,9242,9095
20240301,경원선,의정부,16563,17658
20240301,경원선,가능,4517,4262
20240301,경원선,녹양,3105,2926
20240301,9호선,등촌,7027,6554
20240301,경원선,양주,5694,5494
20240301,경원선,덕계,3881,3645
20240301,경원선,덕정,4242,3889
20240301,경원선,지행,5375,5108
20240301,경원선,동두천중앙,2251,2235
20240301,경원선,보산,1534,1171
20240301,경원선,동두천,1439,1380
20240301,경원선,소요산,1736,1632
20240301,경원선,청산,128,91
20240301,경원선,전곡,1293,1074
20240301,경원선,연천,1346,1336
20240301,경의선,서울역,1486,1629
20240301,경의선,신촌,396,421
20240301,경의선,효창공원앞,1738,1976
20240301,경의선,공덕,3421,2345
20240301,경의선,서강대,1468,1426
20240301,경의선,홍대입구,2092,3111
20240301,경의선,가좌,4081,3958
20240301,경의선,디지털미디어시티,2083,1748
20240301,경의선,수색,1644,1549
20240301,경의선,한국항공대,1108,1406
20240301,경의선,강매,1874,1700
20240301,경의선,행신,5378,5580
20240301,경의선,능곡,3136,3121
20240301,경의선,곡산,362,386
20240301,경의선,백마,4831,4507
20240301,경의선,풍산,4487,4380
20240301,경의선,일산,7089,6758
20240301,경의선,탄현,5151,4942
20240301,경의선,야당,7063,7335
20240301,경의선,운정,5207,4829
20240301,경의선,금릉,3881,3652
20240301,경의선,금촌,5587,5284
20240301,경의선,월롱,1096,925
20240301,경의선,파주,925,670
20240301,경의선,문산,4845,4261
20240301,경의선,임진강,65,75
20240301,경의선,운천,5,2
20240301,경의선,김포공항,1,0
20240301,경인선,개봉,15034,14640
20240301,경인선,오류동,8725,7817
20240301,경인선,역곡,18157,18008
20240301,경인선,부천,26650,27178
20240301,경인선,송내,16447,15842
20240301,경인선,부평,26204,28836
20240301,경인선,백운,5375,5039
20240301,경인선,동암,11887,11700
20240301,경인선,주안,15366,13271
20240301,경인선,제물포,6740,6409
20240301,경인선,동인천,11305,10922
20240301,경인선,인천,4277,3640
20240301,경인선,구일,4041,3764
20240301,경인선,소사,6207,5641
20240301,경인선,부개,5881,5443
20240301,경인선,간석,4000,3780
20240301,경인선,도원,1906,2071
20240301,경인선,온수(성공회대입구),4969,4546
20240301,경인선,중동,6045,5616
20240301,경인선,도화,2949,2727
20240301,경춘선,신내,1444,1282
20240301,경춘선,갈매,1804,1510
20240301,경춘선,별내,2093,2005
20240301,경춘선,퇴계원,2550,2412
20240301,경춘선,사릉,1489,1442
20240301,경춘선,금곡,1053,923
20240301,3호선,무악재,2926,2941
20240301,경춘선,평내호평,4381,4250
20240301,경춘선,천마산,1211,1192
20240301,경춘선,마석,2948,2824
20240301,경춘선,대성리,623,887
20240301,경춘선,청평,1630,1783
20240301,경춘선,상천,232,231
20240301,경춘선,가평,1804,2002
20240301,경춘선,굴봉산,128,170
20240301,경춘선,백양리,352,277
20240301,경춘선,강촌,495,569
20240301,경춘선,김유정,630,711
20240301,경춘선,남춘천,3631,3516
20240301,경춘선,춘천,2155,2023
20240301,공항철도 1호선,서울역,13147,13365
20240301,공항철도 1호선,공덕,2255,3457
20240301,공항철도 1호선,홍대입구,16602,17033
20240301,공항철도 1호선,디지털미디어시티,5587,5365
20240301,공항철도 1호선,마곡나루(서울식물원),3923,4402
20240301,공항철도 1호선,김포공항,9313,4732
20240301,공항철도 1호선,계양,8800,8133
20240301,공항철도 1호선,검암,4236,4299
20240301,공항철도 1호선,청라국제도시,4905,4735
20240301,공항철도 1호선,운서,8009,8433
20240301,공항철도 1호선,공항화물청사,1224,1156
20240301,공항철도 1호선,인천공항1터미널,15877,14623
20240301,공항철도 1호선,인천공항2터미널,7518,6432
20240301,공항철도 1호선,영종,3510,3701
20240301,과천선,선바위,4533,3965
20240301,과천선,경마공원,9148,9111
20240301,과천선,대공원,4417,4609
20240301,과천선,과천,4728,4197
20240301,과천선,정부과천청사,5776,5773
20240301,과천선,인덕원,15307,15001
20240301,과천선,평촌,8380,8041
20240301,과천선,범계,20439,20416
20240301,분당선,선릉,3930,6134
20240301,분당선,한티,10256,9972
20240301,분당선,도곡,4080,3707
20240301,분당선,구룡,1921,1891
20240301,분당선,개포동,2661,2638
20240301,분당선,대모산입구,3217,2991
20240301,분당선,수서,9986,10772
20240301,분당선,복정,9,0
20240301,분당선,수원,7479,6444
20240301,분당선,서울숲,9459,9530
20240301,분당선,압구정로데오,15201,17671
20240301,분당선,강남구청,4258,5013
20240301,5호선,마장,3958,3716
20240301,분당선,선정릉,2890,2771
20240301,분당선,가천대,4869,4983
20240301,분당선,태평,9718,9069
20240301,분당선,모란,14017,14500
20240301,분당선,야탑,16729,17843
20240301,분당선,서현,17470,17522
20240301,분당선,수내,7757,7476
20240301,분당선,정자,9041,9396
20240301,분당선,미금,9120,9315
20240301,분당선,오리,6841,5757
20240301,분당선,이매,3655,3680
20240301,분당선,보정,1536,1339
20240301,분당선,죽전,9469,10603
20240301,분당선,구성,2948,3150
20240301,분당선,신갈,2629,2621
20240301,분당선,기흥,6973,6436
20240301,분당선,상갈,3699,3678
20240301,분당선,청명,2856,2718
20240301,분당선,영통,6969,6789
20240301,분당선,망포,9463,8748
20240301,분당선,매탄권선,3456,3258
20240301,분당선,수원시청,9876,11335
20240301,분당선,매교,3066,3085
20240301,서해선,김포공항,3212,4140
20240301,서해선,원종,3667,3685
20240301,서해선,부천종합운동장,1434,1220
20240301,수인선,고색,2650,2562
20240301,수인선,오목천,2806,2263
20240301,수인선,어천,1144,978
20240301,수인선,야목,270,225
20240301,수인선,사리,3623,3049
20240301,수인선,달월,64,54
20240301,수인선,월곶,2138,1986
20240301,수인선,소래포구,4529,4566
20240301,수인선,인천논현,3866,3988
20240301,수인선,호구포,2303,2169
20240301,수인선,남동인더스파크,1006,917
20240301,수인선,원인재,3335,3338
20240301,수인선,연수,3850,3976
20240301,수인선,송도,1827,1768
20240301,수인선,인하대,4256,3824
20240301,수인선,숭의,2497,2326
20240301,수인선,신포,1581,1574
20240301,수인선,인천,1598,2696
20240301,신림선,샛강,989,1134
20240301,신림선,대방,2064,1386
20240301,신림선,서울지방병무청,1817,1944
20240301,신림선,보라매,2308,2095
20240301,신림선,보라매공원,1153,1200
20240301,신림선,보라매병원,2949,2949
20240301,신림선,당곡,3229,3013
20240301,신림선,신림,1309,1806
20240301,신림선,서원,2481,2220
20240301,신림선,서울대벤처타운,7251,6250
20240301,신림선,관악산(서울대),2414,2682
20240301,안산선,산본,12108,12878
20240301,안산선,대야미,3633,3072
20240301,안산선,반월,3059,2858
20240301,안산선,상록수,10919,10916
20240301,안산선,한대앞,6575,6495
20240301,안산선,중앙,14944,16009
20240301,안산선,고잔,5751,5758
20240301,안산선,초지,3454,3309
20240301,안산선,안산,9574,10007
20240301,안산선,신길온천,1520,1409
20240301,안산선,정왕,6443,6354
20240301,안산선,오이도,7081,7374
20240301,안산선,수리산,2587,2269
20240301,우이신설선,북한산우이,3394,3526
20240301,우이신설선,솔밭공원,1807,1725
20240301,우이신설선,4.19민주묘지,2252,1884
20240301,우이신설선,가오리,2948,2755
20240301,우이신설선,화계,2486,2262
20240301,우이신설선,삼양,1490,1494
20240301,우이신설선,삼양사거리,1952,1896
20240301,중앙선,원덕,303,306
20240301,중앙선,용문,1830,1980
20240301,중앙선,지평,40,68
20240301,6호선,보문,5169,4575
20240301,6호선,창신,2201,1884
20240301,6호선,동묘앞,8583,7516
20240301,6호선,신당,7697,6135
20240301,6호선,청구,2681,2514
20240301,6호선,약수,2439,2508
20240301,6호선,버티고개,1368,1404
20240301,6호선,한강진,9625,11439
20240301,6호선,이태원,13507,16199
20240301,6호선,녹사평(용산구청),4587,5147
20240301,6호선,삼각지,5960,5089
20240301,6호선,효창공원앞,4956,4268
20240301,6호선,공덕,10019,9503
20240301,6호선,대흥(서강대앞),5274,5366
20240301,6호선,광흥창(서강),4700,4430
20240301,6호선,상수,9961,11541
20240301,6호선,합정,12648,11825
20240301,6호선,망원,13848,14554
20240301,6호선,마포구청,8881,7812
20240301,6호선,월드컵경기장(성산),5377,5611
20240301,6호선,디지털미디어시티,7340,7768
20240301,6호선,증산(명지대앞),7063,6740
20240301,6호선,새절(신사),8218,7612
20240301,6호선,구산,5382,4219
20240301,6호선,연신내,6,0
20240301,6호선,독바위,1846,2019
20240301,6호선,불광,4163,3673
20240301,6호선,역촌,2571,2847
20240301,6호선,응암,12022,11763
20240301,5호선,하남검단산,6076,5886
20240301,중앙선,양평,2529,2746
20240301,중앙선,오빈,208,216
20240301,중앙선,아신,541,585
20240301,중앙선,국수,506,571
20240301,중앙선,신원,159,127
20240301,중앙선,양수,1723,1785
20240301,중앙선,운길산,724,755
20240301,중앙선,팔당,1021,1105
20240301,중앙선,도심,1454,1224
20240301,중앙선,덕소,4356,4299
20240301,5호선,하남시청(덕풍·신장),5801,5448
20240301,5호선,하남풍산,2856,2880
20240301,5호선,미사,12950,12918
20240301,5호선,강일,3779,3366
20240301,6호선,안암(고대병원앞),7205,6828
20240301,5호선,마천,4391,4351
20240301,5호선,거여,5857,5460
20240301,5호선,개롱,3733,3889
20240301,5호선,오금,1957,1794
20240301,5호선,방이,4816,4783
20240301,5호선,올림픽공원(한국체대),2870,2423
20240301,5호선,둔촌동,5986,5969
20240301,5호선,상일동,8746,8606
20240301,우이신설선,솔샘,3890,3453
20240301,우이신설선,북한산보국문,4912,4326
20240301,우이신설선,정릉,3668,3031
20240301,우이신설선,성신여대입구(돈암),3140,3627
20240301,우이신설선,보문,1209,1163
20240301,우이신설선,신설동,1472,1412
20240301,일산선,원흥,7424,6914
20240301,일산선,지축,4,0
20240301,일산선,삼송,13841,13128
20240301,일산선,원당,7524,7145
20240301,일산선,화정,11742,12240
20240301,일산선,대곡,1852,1639
20240301,일산선,백석,7097,7437
20240301,일산선,마두,4744,4969
20240301,일산선,정발산,5852,6097
20240301,일산선,주엽,6456,6400
20240301,일산선,대화,8063,7287
20240301,장항선,봉명,640,623
20240301,장항선,쌍용(나사렛대),1838,1678
20240301,장항선,아산,3579,3602
20240301,장항선,탕정,1278,1130
20240301,장항선,배방,1110,1070
20240301,장항선,온양온천,5081,5148
20240301,장항선,신창(순천향대),1186,1184
20240301,중앙선,회기,19080,17724
20240301,중앙선,중랑,4080,3832
20240301,중앙선,상봉,4421,4263
20240301,중앙선,망우,6164,5958
20240301,중앙선,양원,1744,1643
20240301,중앙선,구리,9398,9622
20240301,중앙선,도농,6975,6778
20240301,중앙선,양정,384,357
20240301,5호선,고덕,6338,6088
20240301,5호선,명일,6103,5856
20240301,5호선,굽은다리(강동구민회관앞),8091,7976
20240301,5호선,길동,5863,6119
20240301,5호선,강동,11617,11058
20240301,5호선,천호(풍납토성),16979,15658
20240301,5호선,광나루(장신대),8849,8139
20240301,5호선,아차산(어린이대공원후문),11922,11355
20240301,5호선,군자(능동),8276,9221
20240301,5호선,장한평,11619,11167
20240301,5호선,답십리,10099,8994
20240301,5호선,왕십리(성동구청),3401,4511
20240301,5호선,행당,4987,4311
20240301,5호선,신금호,4055,4109
20240301,5호선,청구,2415,2526
20240301,5호선,동대문역사문화공원(DDP),1551,1822
20240301,5호선,을지로4가,3569,4026
20240301,5호선,종로3가,15429,15487
20240301,5호선,광화문(세종문화회관),30180,29099
20240301,5호선,서대문,8479,8024
20240301,5호선,충정로(경기대입구),1883,1680
20240301,5호선,애오개,3461,3406
20240301,5호선,공덕,7050,7142
20240301,5호선,마포,7770,7645
20240301,5호선,여의나루,8398,11415
20240301,5호선,여의도,14404,14529
20240301,5호선,신길,3075,3104
20240301,5호선,영등포시장,7919,8009
20240301,5호선,영등포구청,2291,2034
20240301,5호선,양평,3701,3494
20240301,5호선,오목교(목동운동장앞),14595,15005
20240301,5호선,목동,10123,10279
20240301,5호선,신정(은행정),8552,7059
20240301,5호선,까치산,19726,18539
20240301,5호선,화곡,19006,17243
20240301,5호선,우장산,9252,9059
20240301,5호선,발산,14166,15055
20240301,9호선,증미,3300,3057
20240301,9호선,가양,13796,13135
20240301,9호선,양천향교,5857,5450
20240301,9호선,마곡나루(서울식물원),8895,8697
20240301,9호선,신방화,4679,4339
20240301,9호선,공항시장,2146,2119
20240301,9호선,김포공항,7879,11509
20240301,9호선,개화,1403,1132
20240301,8호선,남위례,4045,3957
20240301,8호선,모란,3371,2987
20240301,8호선,수진,3976,3518
20240301,8호선,신흥,4026,4227
20240301,8호선,단대오거리,7987,7293
20240301,8호선,남한산성입구(성남법원.검찰청),8426,7084
20240301,8호선,산성,4139,4040
20240301,8호선,복정,5288,4671
20240301,8호선,장지,12329,11533
20240301,8호선,문정,8744,8766
20240301,8호선,가락시장,5467,5709
20240301,8호선,송파,6224,6012
20240301,8호선,석촌,6035,7374
20240301,8호선,잠실(송파구청),16921,19306
20240301,8호선,몽촌토성(평화의문),4580,4418
20240301,8호선,강동구청,6110,6139
20240301,8호선,천호(풍납토성),11362,13169
20240301,8호선,암사,11588,10508
20240301,7호선,온수(성공회대입구),4819,4904
20240301,7호선,천왕,6243,5734
20240301,7호선,광명사거리,14293,14476
20240301,7호선,철산,13640,13688
20240301,7호선,가산디지털단지,12963,11604
20240301,7호선,남구로,7455,7686
20240301,7호선,대림(구로구청),7674,7711
20240301,7호선,신풍,6815,6271
20240301,7호선,보라매,4145,4096
20240301,7호선,신대방삼거리,9547,8923
20240301,7호선,장승배기,5940,5492
20240301,7호선,상도,7314,6523
20240301,7호선,숭실대입구(살피재),9202,7417
20240301,7호선,남성,7732,6912
20240301,7호선,이수,11257,10583
20240301,7호선,내방,6950,6888
20240301,7호선,고속터미널,15509,11717
20240301,7호선,반포,4058,3969
20240301,7호선,논현,7706,8434
20240301,7호선,학동,8767,8989
20240301,7호선,강남구청,7602,8615
20240301,7호선,청담,8491,9405
20240301,7호선,뚝섬유원지,9714,9837
20240301,7호선,건대입구,11219,11979
20240301,7호선,어린이대공원(세종대),9732,9582
20240301,7호선,군자(능동),10419,7651
20240301,7호선,중곡,6676,6112
20240301,7호선,용마산(용마폭포공원),3910,4094
20240301,7호선,사가정,11091,10507
20240301,7호선,면목,9706,9204
20240301,7호선,상봉,13224,12856
20240301,7호선,중화,7015,6608
20240301,7호선,먹골,7336,7074
20240301,7호선,태릉입구,6328,5743
20240301,7호선,공릉(서울과학기술대),8418,7874
20240301,7호선,하계,11496,10493
20240301,7호선,중계,8604,7658
20240301,7호선,노원,17866,18530
20240301,7호선,마들,8109,7325
20240301,7호선,수락산,8854,8572
20240301,7호선,도봉산,5376,7350
20240301,7호선,장암,1553,1129
20240301,6호선,신내,1,0
20240301,6호선,봉화산(서울의료원),5154,5248
20240301,6호선,화랑대(서울여대입구),6729,5454
20240301,6호선,태릉입구,4265,4370
20240301,6호선,석계,8141,8264
20240301,6호선,돌곶이,6166,5423
20240301,6호선,상월곡(한국과학기술연구원),4078,3666
20240301,6호선,월곡(동덕여대),7187,6659
20240301,6호선,고려대(종암),5204,4866
20240302,분당선,도곡,4885,4512
20240302,5호선,청구,2526,2448
20240302,7호선,면목,10359,9995
20240302,1호선,서울역,43796,40863
20240302,1호선,시청,13715,13004
20240302,1호선,종각,20366,18831
20240302,우이신설선,북한산우이,2849,2837
20240302,우이신설선,솔밭공원,1938,1755
20240302,우이신설선,4.19민주묘지,2254,2053
20240302,우이신설선,가오리,3158,2971
20240302,우이신설선,화계,2593,2437
20240302,우이신설선,삼양,1497,1498
20240302,우이신설선,삼양사거리,2065,1916
20240302,우이신설선,솔샘,4005,3528
20240302,우이신설선,북한산보국문,4936,4414
20240302,우이신설선,정릉,3726,3064
20240302,우이신설선,성신여대입구(돈암),3226,3841
20240302,우이신설선,보문,1256,1266
20240302,우이신설선,신설동,1544,1492
20240302,일산선,원흥,7588,7153
20240302,일산선,지축,2,0
20240302,일산선,삼송,13453,13089
20240302,일산선,원당,7793,7204
20240302,일산선,화정,12425,12901
20240302,일산선,대곡,1790,1556
20240302,일산선,백석,7432,7263
20240302,일산선,마두,5137,5090
20240302,일산선,정발산,6111,6349
20240302,일산선,주엽,6920,6822
20240302,일산선,대화,8351,7332
20240302,장항선,봉명,783,729
20240302,1호선,종로3가,22281,21810
20240302,1호선,종로5가,21253,19959
20240302,중앙선,망우,6119,6094
20240302,중앙선,상봉,4562,4441
20240302,중앙선,중랑,4198,4028
20240302,중앙선,회기,20040,19488
20240302,장항선,신창(순천향대),1141,1230
20240302,장항선,온양온천,5107,5002
20240302,장항선,배방,1094,1101
20240302,장항선,탕정,1237,1097
20240302,장항선,아산,3931,3159
20240302,장항선,쌍용(나사렛대),1885,1806
20240302,1호선,동대문,11053,11320
20240302,1호선,신설동,9942,9568
20240302,1호선,제기동,14337,14730
20240302,1호선,청량리(서울시립대입구),20280,20467
20240302,1호선,동묘앞,12840,13510
20240302,2호선,시청,10886,8645
20240302,2호선,을지로입구,28961,28389
20240302,2호선,을지로3가,13493,13229
20240302,2호선,을지로4가,8164,8412
20240302,2호선,동대문역사문화공원(DDP),13409,14833
20240302,2호선,신당,11609,12454
20240302,2호선,상왕십리,9569,9311
20240302,2호선,왕십리(성동구청),12729,12811
20240302,2호선,한양대,3745,3918
20240302,2호선,뚝섬,17345,17312
20240302,2호선,성수,28282,31632
20240302,2호선,건대입구,35282,38296
20240302,2호선,구의(광진구청),17124,16580
20240302,2호선,강변(동서울터미널),27167,25150
20240302,2호선,잠실나루,7345,7171
20240302,2호선,잠실(송파구청),73405,68218
20240302,2호선,종합운동장,5684,6054
20240302,2호선,삼성(무역센터),37897,36368
20240302,2호선,선릉,23555,20395
20240302,2호선,역삼,17417,19150
20240302,2호선,강남,56025,54774
20240302,2호선,교대(법원.검찰청),15084,18613
20240302,2호선,서초,11562,10211
20240302,2호선,방배,8767,9030
20240302,2호선,사당,31295,34021
20240302,2호선,낙성대(강감찬),20582,19297
20240302,2호선,서울대입구(관악구청),35318,34581
20240302,2호선,봉천,17083,15914
20240302,2호선,신림,43468,42116
20240302,2호선,신대방,19066,18340
20240302,2호선,구로디지털단지,35032,34170
20240302,2호선,대림(구로구청),18071,19025
20240302,2호선,신도림,39236,39959
20240302,2호선,문래,12103,13017
20240302,2호선,영등포구청,12687,13250
20240302,2호선,당산,10859,11773
20240302,2호선,합정,29663,33443
20240302,2호선,홍대입구,81466,91024
20240302,2호선,신촌,33622,33938
20240302,2호선,이대,12042,12882
20240302,2호선,아현,7417,6901
20240302,2호선,충정로(경기대입구),5752,6086
20240302,2호선,용답,2207,2135
20240302,2호선,신답,968,976
20240302,2호선,신설동,3689,3632
20240302,2호선,도림천,784,832
20240302,2호선,양천구청,4306,4389
20240302,2호선,신정네거리,7023,7039
20240302,2호선,용두(동대문구청),1824,1847
20240302,3호선,지축,4683,4367
20240302,3호선,구파발,15518,15934
20240302,3호선,연신내,26857,25577
20240302,3호선,불광,13260,14786
20240302,3호선,녹번,9906,8851
20240302,3호선,홍제,13275,12509
20240302,3호선,무악재,2855,2862
20240302,3호선,독립문,7707,8096
20240302,3호선,경복궁(정부서울청사),18854,19957
20240302,3호선,안국,19444,20258
20240302,3호선,종로3가,7601,9503
20240302,3호선,을지로3가,6331,6666
20240302,3호선,충무로,5,0
20240302,3호선,동대입구,8997,9515
20240302,3호선,약수,9328,8857
20240302,3호선,금호,5655,5349
20240302,3호선,옥수,6436,6473
20240302,3호선,압구정,23730,24969
20240302,3호선,신사,21848,22576
20240302,3호선,잠원,3225,3055
