Date,Line,Station,on_board,getting_off
20240306,수인선,원인재,5035,5217
20240306,수인선,연수,5662,5582
20240306,수인선,송도,2882,2604
20240306,수인선,인하대,9917,9363
20240306,수인선,숭의,4942,4576
20240306,수인선,신포,2234,2223
20240306,수인선,인천,1071,1673
20240306,신림선,샛강,3375,3840
20240306,신림선,대방,3385,2671
20240306,신림선,서울지방병무청,3454,3713
20240306,신림선,보라매,4554,4172
20240306,신림선,보라매공원,2401,2605
20240306,신림선,보라매병원,8542,8962
20240306,신림선,당곡,5153,5115
20240306,신림선,신림,1889,2645
20240306,신림선,서원,3931,3478
20240306,신림선,서울대벤처타운,10608,9852
20240306,신림선,관악산(서울대),3500,3807
20240306,안산선,산본,18450,19674
20240306,안산선,대야미,5682,4994
20240306,안산선,반월,4873,4816
20240306,안산선,상록수,18135,18520
20240306,안산선,한대앞,11732,11818
20240306,안산선,중앙,21206,21004
20240306,안산선,고잔,10371,9830
20240306,안산선,초지,6079,6318
20240306,안산선,안산,12962,11818
20240306,안산선,신길온천,2209,2073
20240306,안산선,정왕,12285,12331
20240306,안산선,오이도,9170,9082
20240306,안산선,수리산,4721,3934
20240306,우이신설선,북한산우이,3040,2704
20240306,우이신설선,솔밭공원,2981,2842
20240306,우이신설선,4.19민주묘지,4879,4851
20240306,우이신설선,가오리,4825,4866
20240306,우이신설선,화계,4057,3898
20240306,우이신설선,삼양,2356,2407
20240306,우이신설선,삼양사거리,2866,2875
20240306,우이신설선,솔샘,6800,6541
20240306,중앙선,구리,14646,14988
20240306,중앙선,도농,12646,11832
20240306,중앙선,양정,628,513
20240306,중앙선,덕소,6121,6078
20240306,중앙선,도심,2718,2142
20240306,중앙선,팔당,760,796
20240306,중앙선,운길산,681,640
20240306,중앙선,양수,2040,1964
20240306,중앙선,신원,189,178
20240306,중앙선,국수,801,795
20240306,중앙선,아신,590,615
20240306,중앙선,오빈,304,311
20240306,중앙선,양평,3159,3273
20240306,중앙선,원덕,348,334
20240306,중앙선,용문,1813,1772
20240306,중앙선,지평,56,59
20240307,경부선,신도림,4241,4386
20240307,경부선,영등포,41545,42508
20240307,1호선,시청,30193,29599
20240307,1호선,종각,44753,44058
20240307,경원선,창동,6,0
20240307,장항선,쌍용(나사렛대),4138,3738
20240307,장항선,아산,5184,4553
20240307,장항선,탕정,2040,1700
20240307,장항선,배방,1495,1368
20240307,장항선,온양온천,4956,5246
20240307,장항선,신창(순천향대),4126,3115
20240307,중앙선,회기,32762,31680
20240307,중앙선,중랑,5943,5700
20240307,중앙선,상봉,6112,6223
20240307,중앙선,망우,8367,8159
20240307,중앙선,양원,3515,3455
20240307,중앙선,구리,14230,14750
20240307,중앙선,도농,12502,11672
20240307,중앙선,양정,590,477
20240307,1호선,서울역,58190,54975
20240307,중앙선,덕소,5894,5870
20240307,중앙선,도심,2660,2118
20240307,중앙선,팔당,775,808
20240307,중앙선,운길산,596,572
20240307,경부선,서정리,9856,9075
20240307,중앙선,양수,1774,1899
20240307,중앙선,신원,237,155
20240307,중앙선,국수,727,713
20240307,중앙선,아신,608,632
20240307,중앙선,오빈,301,325
20240307,중앙선,양평,3148,3210
20240307,중앙선,원덕,321,320
20240307,중앙선,용문,1758,1747
20240307,중앙선,지평,81,67
20240307,일산선,화정,19419,20154
20240307,일산선,대곡,3411,2480
20240307,일산선,백석,11140,11270
20240307,일산선,마두,8913,9195
20240307,일산선,정발산,7474,7658
20240307,일산선,주엽,10885,11152
20240307,일산선,대화,14779,11505
20240307,장항선,봉명,1613,1557
20240307,1호선,종로3가,27640,25246
20240307,1호선,종로5가,27616,26625
20240307,1호선,동대문,12121,12029
20240307,1호선,신설동,16066,15556
20240307,1호선,제기동,18248,18274
20240307,1호선,청량리(서울시립대입구),24474,23922
20240307,1호선,동묘앞,9098,9376
20240307,2호선,시청,30817,29404
20240307,2호선,을지로입구,54355,56067
20240307,2호선,을지로3가,27993,28002
20240307,2호선,을지로4가,15849,15817
20240307,2호선,동대문역사문화공원(DDP),15155,17096
20240307,2호선,신당,16047,16980
20240307,2호선,상왕십리,16588,16444
20240307,2호선,왕십리(성동구청),18715,16089
20240307,2호선,한양대,17889,20493
20240307,2호선,뚝섬,26066,27746
20240307,2호선,성수,45268,49233
20240307,2호선,건대입구,39278,41107
20240307,2호선,구의(광진구청),27935,27308
20240307,2호선,강변(동서울터미널),31755,28849
20240307,2호선,잠실나루,17087,16612
20240307,2호선,잠실(송파구청),78192,78362
20240307,2호선,잠실새내,26127,25733
20240307,2호선,종합운동장,8875,9385
20240307,2호선,삼성(무역센터),65340,65312
20240307,2호선,선릉,66765,58991
20240307,2호선,역삼,60976,69845
20240307,2호선,강남,91264,88062
20240307,2호선,교대(법원.검찰청),36573,43647
20240307,2호선,서초,25380,24719
20240307,2호선,방배,22271,22737
20240307,2호선,사당,44196,48155
20240307,2호선,낙성대(강감찬),31093,30231
20240307,2호선,서울대입구(관악구청),52491,50996
20240307,2호선,봉천,26998,25393
20240307,2호선,신림,59231,57066
20240307,2호선,신대방,27307,26645
20240307,2호선,구로디지털단지,64373,64025
20240307,2호선,대림(구로구청),26531,27115
20240307,2호선,신도림,55904,54103
20240307,2호선,문래,25749,26188
20240307,2호선,영등포구청,25906,26383
20240307,2호선,당산,20671,24015
20240307,2호선,합정,34102,36569
20240307,2호선,홍대입구,70025,74847
20240307,2호선,신촌,45188,45185
20240307,2호선,이대,21184,23232
20240307,2호선,아현,12485,12067
20240307,2호선,충정로(경기대입구),11929,12802
20240307,2호선,용답,3467,3579
20240307,2호선,신답,1844,2037
20240307,2호선,신설동,4088,4126
20240307,2호선,도림천,1572,1647
20240307,2호선,양천구청,7825,8454
20240307,2호선,신정네거리,11586,12185
20240307,2호선,용두(동대문구청),2766,2779
20240307,3호선,지축,8038,7977
20240307,3호선,구파발,23854,23061
20240307,3호선,연신내,37655,36018
20240307,3호선,불광,18098,19197
20240307,3호선,녹번,17879,16473
20240307,3호선,홍제,20618,19922
20240307,3호선,무악재,4963,5030
20240307,3호선,독립문,8076,8364
20240307,3호선,경복궁(정부서울청사),28496,27646
20240307,3호선,안국,28726,29104
20240307,3호선,종로3가,12071,13520
20240307,3호선,을지로3가,13574,13442
20240307,3호선,충무로,4,0
20240307,3호선,동대입구,15240,16800
20240307,3호선,약수,14836,14444
20240307,3호선,금호,9161,8584
20240307,3호선,옥수,9815,10050
20240307,3호선,압구정,35131,38029
20240307,3호선,신사,30591,31996
20240307,3호선,잠원,5897,5562
20240307,3호선,고속터미널,47240,43266
20240307,3호선,교대(법원.검찰청),19982,11879
20240307,3호선,남부터미널(예술의전당),32692,33068
20240307,3호선,양재(서초구청),43998,47654
20240307,3호선,매봉,14668,14090
20240307,3호선,도곡,6798,6813
20240307,3호선,대치,13491,13807
20240307,3호선,학여울,4734,4824
20240307,3호선,대청,12626,11803
20240307,3호선,일원,13424,12684
20240307,3호선,수서,20435,20824
20240307,3호선,가락시장,10377,10029
20240307,3호선,경찰병원,8800,8823
20240307,3호선,오금,7679,6741
20240307,4호선,당고개,10397,8951
20240307,4호선,상계,21654,20277
20240307,4호선,노원,31994,35783
20240307,4호선,창동,29365,30830
20240307,4호선,쌍문,32375,30453
20240307,4호선,수유(강북구청),37104,37304
20240307,4호선,미아(서울사이버대학),17590,17307
20240307,4호선,미아사거리,29145,28745
20240307,4호선,길음,25628,26054
20240307,4호선,성신여대입구(돈암),26005,24801
20240307,4호선,한성대입구(삼선교),17293,16516
20240307,4호선,혜화,38835,38732
20240307,4호선,동대문,22639,23224
20240307,4호선,동대문역사문화공원(DDP),20254,18183
20240307,4호선,충무로,38820,38930
20240307,4호선,명동,37578,40025
20240307,4호선,회현(남대문시장),30673,31668
20240307,4호선,서울역,14769,22976
20240307,4호선,숙대입구(갈월),18090,17341
20240307,4호선,삼각지,6647,7398
20240307,4호선,신용산,20876,22728
20240307,4호선,이촌(국립중앙박물관),8513,9524
20240307,4호선,동작(현충원),1409,1496
20240307,4호선,총신대입구(이수),21495,22984
20240307,4호선,사당,29162,25771
20240307,4호선,남태령,1617,1466
20240307,5호선,방화,7743,7435
20240307,5호선,개화산,6618,6390
20240307,5호선,김포공항,9921,7815
20240307,5호선,송정,6930,6654
20240307,5호선,마곡,14023,13979
20240307,5호선,발산,25395,25940
20240307,5호선,우장산,16924,16813
20240307,5호선,화곡,32113,30246
20240307,5호선,까치산,31164,29981
20240307,5호선,신정(은행정),15268,12624
20240307,5호선,목동,19116,20671
20240307,5호선,오목교(목동운동장앞),23655,25277
20240307,5호선,양평,8923,8838
20240307,5호선,영등포구청,5167,5205
20240307,5호선,영등포시장,12527,12761
20240307,5호선,신길,5415,5657
20240307,5호선,여의도,33599,34796
20240307,5호선,여의나루,11888,13400
20240307,5호선,마포,17359,17775
20240307,5호선,공덕,17101,17908
20240307,5호선,애오개,8009,8032
20240307,5호선,충정로(경기대입구),5751,5825
20240307,5호선,서대문,25127,25189
20240307,5호선,광화문(세종문화회관),36976,38572
20240307,5호선,종로3가,15007,14554
20240307,5호선,을지로4가,7269,7270
20240307,5호선,동대문역사문화공원(DDP),3737,4270
20240307,5호선,청구,4517,4221
20240307,5호선,신금호,7443,7950
20240307,5호선,행당,9149,8363
20240307,5호선,왕십리(성동구청),5061,5820
20240307,5호선,마장,6942,6659
20240307,5호선,답십리,18248,16851
20240307,5호선,장한평,22146,22031
20240307,5호선,군자(능동),13136,14533
20240307,5호선,아차산(어린이대공원후문),16392,15840
20240307,5호선,광나루(장신대),16113,15426
20240307,5호선,천호(풍납토성),20224,20136
20240307,5호선,강동,20683,19936
20240307,5호선,길동,9295,9501
20240307,5호선,굽은다리(강동구민회관앞),11068,10821
20240307,5호선,명일,10170,10404
20240307,5호선,고덕,12337,12039
20240307,5호선,상일동,16876,16216
20240307,5호선,둔촌동,9920,9954
20240307,5호선,올림픽공원(한국체대),5272,4579
20240307,5호선,방이,8231,8801
20240307,5호선,오금,4507,4451
20240307,5호선,개롱,7589,7865
20240307,5호선,거여,11812,11402
20240307,5호선,마천,8633,7951
20240307,5호선,강일,6640,6290
20240307,5호선,미사,19619,19945
20240307,5호선,하남풍산,5115,5164
20240307,5호선,하남시청(덕풍·신장),9104,8785
20240307,5호선,하남검단산,6903,6651
20240307,6호선,응암,19597,19595
20240307,6호선,역촌,4232,5073
20240307,6호선,불광,5007,4855
20240307,6호선,독바위,3113,3243
20240307,6호선,연신내,1,0
20240307,6호선,구산,9249,7302
20240307,6호선,새절(신사),15177,13965
20240307,6호선,증산(명지대앞),11177,11466
20240307,6호선,디지털미디어시티,17238,18893
20240307,6호선,월드컵경기장(성산),4437,4540
20240307,6호선,마포구청,16646,15258
20240307,6호선,망원,16002,16969
20240307,6호선,합정,15059,14687
20240307,6호선,상수,11274,12676
20240307,6호선,광흥창(서강),10666,10380
20240307,6호선,대흥(서강대앞),11551,12225
20240307,6호선,공덕,22031,21447
20240307,6호선,효창공원앞,8956,8585
20240307,6호선,삼각지,8169,7371
20240307,6호선,녹사평(용산구청),5434,5440
20240307,6호선,이태원,12312,12792
20240307,6호선,한강진,10036,11754
20240307,6호선,버티고개,2466,2485
20240307,6호선,약수,4309,4136
20240307,6호선,청구,4350,4396
20240307,6호선,신당,10309,10257
20240307,6호선,동묘앞,9001,9344
20240307,6호선,창신,4317,3848
20240307,6호선,보문,9109,8641
20240307,6호선,안암(고대병원앞),18679,18915
20240307,6호선,고려대(종암),10991,10600
20240307,6호선,월곡(동덕여대),15309,14815
20240307,6호선,상월곡(한국과학기술연구원),8433,8004
20240307,6호선,돌곶이,11723,10696
20240307,6호선,석계,14517,15195
20240307,6호선,태릉입구,6829,7846
20240307,6호선,화랑대(서울여대입구),15195,11664
20240307,6호선,봉화산(서울의료원),10286,9788
20240307,6호선,신내,1,0
20240307,7호선,장암,3055,1255
20240307,7호선,도봉산,9955,11702
20240307,7호선,수락산,13505,12946
20240307,7호선,마들,14573,13868
20240307,7호선,노원,27388,28289
20240307,7호선,중계,16778,15612
20240307,7호선,하계,20633,19673
20240307,7호선,공릉(서울과학기술대),14564,14325
20240307,7호선,태릉입구,10851,10117
20240307,7호선,먹골,11752,11666
20240307,7호선,중화,12079,11987
20240307,7호선,상봉,19012,18077
20240307,7호선,면목,17798,17264
20240307,7호선,사가정,18192,18485
20240307,7호선,용마산(용마폭포공원),6521,6385
20240307,7호선,중곡,12410,11824
20240307,7호선,군자(능동),16853,13317
20240307,7호선,어린이대공원(세종대),22140,22589
20240307,7호선,건대입구,15855,16116
20240307,7호선,자양(뚝섬한강공원),8285,8216
20240307,7호선,청담,22089,24346
20240307,7호선,강남구청,18507,20436
20240307,7호선,학동,28104,29531
20240307,7호선,논현,20743,21408
20240307,7호선,반포,7080,6882
20240307,7호선,고속터미널,17368,15314
20240307,7호선,내방,17214,17401
20240307,7호선,이수,18151,17895
20240307,7호선,남성,13440,12767
20240307,7호선,숭실대입구(살피재),19685,19891
20240307,7호선,상도,14762,14641
20240307,7호선,장승배기,10493,10277
20240307,7호선,신대방삼거리,16894,16367
20240307,7호선,보라매,7563,7827
20240307,7호선,신풍,12735,11901
20240307,7호선,대림(구로구청),9262,9269
20240307,7호선,남구로,16913,17770
20240307,7호선,가산디지털단지,52010,52059
20240307,7호선,철산,24242,24794
20240307,7호선,광명사거리,22554,22244
20240307,7호선,천왕,13232,12745
20240307,7호선,온수(성공회대입구),12385,11373
20240307,7호선,까치울,1,0
20240307,8호선,암사,20989,18733
20240307,8호선,천호(풍납토성),16506,18899
20240307,8호선,강동구청,12225,12739
20240307,8호선,몽촌토성(평화의문),7514,7662
20240307,8호선,잠실(송파구청),17227,19939
20240307,8호선,석촌,9052,10248
20240307,8호선,송파,11054,10929
20240307,8호선,가락시장,8959,9971
20240307,8호선,문정,25660,26712
20240307,8호선,장지,19112,17421
20240307,8호선,복정,11223,9491
20240307,8호선,산성,7228,7328
20240307,8호선,남한산성입구(성남법원.검찰청),16633,15702
20240307,8호선,단대오거리,14204,13339
20240307,8호선,신흥,5832,6073
20240307,8호선,수진,6042,5544
20240307,8호선,모란,5187,3920
20240307,8호선,남위례,8276,8356
20240307,9호선,개화,3190,2097
20240307,9호선,김포공항,7737,11244
20240307,9호선,공항시장,3312,3610
20240307,9호선,신방화,8199,8041
20240307,9호선,마곡나루(서울식물원),15194,14805
20240307,9호선,양천향교,11750,12144
20240307,9호선,가양,25014,24639
20240307,9호선,증미,9374,9142
20240307,9호선,등촌,13834,13191
20240307,9호선,염창,20133,19444
20240307,9호선,신목동,5074,4534
20240307,9호선,선유도,10517,9904
20240307,9호선,당산,21916,21827
20240307,9호선,국회의사당,18119,18712
20240307,9호선,여의도,33726,32670
20240307,9호선,샛강,7523,7714
20240307,9호선,노량진,27140,26630
20240307,9호선,노들,5278,4468
20240307,9호선,흑석(중앙대입구),12289,12273
20240307,9호선,동작(현충원),1881,1530
20240307,9호선,구반포,1407,1371
20240307,9호선,신반포,4701,4537
20240307,9호선,고속터미널,14741,19482
20240307,9호선,사평,4489,4447
20240307,9호선,신논현,34071,33747
20240307,9호선2~3단계,언주,13426,13655
20240307,9호선2~3단계,선정릉,11289,12256
20240307,9호선2~3단계,삼성중앙,9540,9808
20240307,9호선2~3단계,봉은사,25628,26957
20240307,9호선2~3단계,종합운동장,5279,5392
20240307,9호선2~3단계,삼전,8569,8167
20240307,9호선2~3단계,석촌고분,8169,8039
20240307,9호선2~3단계,석촌,10133,9140
20240307,9호선2~3단계,송파나루,6044,6504
20240307,9호선2~3단계,한성백제,3346,2958
20240307,9호선2~3단계,올림픽공원(한국체대),6886,7101
20240307,9호선2~3단계,둔촌오륜,1472,1380
20240307,9호선2~3단계,중앙보훈병원,13844,12112
20240307,경강선,판교,6833,6578
20240307,경강선,이매,1329,1217
20240307,경강선,삼동,2905,2616
20240307,경강선,경기광주,9145,8632
20240307,경강선,초월,3861,3725
20240307,경강선,곤지암,2371,2283
20240307,경강선,신둔도예촌,1787,1551
20240307,경강선,이천,2918,3181
20240307,경강선,부발,2378,2258
20240307,경강선,세종대왕릉,319,323
20240307,경강선,여주,3145,2856
20240307,경부선,서울역,8795,2996
20240307,경부선,남영,11489,12145
20240307,경부선,용산,39504,39480
20240307,경부선,노량진,8471,8740
20240307,경부선,대방,11867,13268
20240307,일산선,원당,12409,11895
20240307,일산선,삼송,21453,20754
20240307,일산선,원흥,12999,12296
20240307,우이신설선,신설동,2751,2479
20240307,우이신설선,보문,1890,1904
20240307,우이신설선,성신여대입구(돈암),4448,4960
20240307,우이신설선,정릉,5651,5297
20240307,우이신설선,북한산보국문,7634,7391
20240307,우이신설선,솔샘,6782,6476
20240307,우이신설선,삼양사거리,2803,2885
20240307,우이신설선,삼양,2229,2376
20240307,우이신설선,화계,4045,3873
20240307,우이신설선,가오리,4784,4796
20240307,우이신설선,4.19민주묘지,4883,4727
20240307,우이신설선,솔밭공원,2971,2770
20240307,우이신설선,북한산우이,2863,2496
20240307,안산선,수리산,4579,3820
20240307,안산선,오이도,8974,9077
20240307,안산선,정왕,12136,12082
20240307,안산선,신길온천,2178,2055
20240307,안산선,안산,12599,11733
20240307,안산선,초지,5949,6098
20240307,안산선,고잔,10174,9721
20240307,안산선,중앙,20893,21939
20240307,안산선,한대앞,11807,11775
20240307,안산선,상록수,17902,18090
20240307,안산선,반월,4828,4707
20240307,안산선,대야미,5448,4829
20240307,안산선,산본,18114,19335
20240307,신림선,관악산(서울대),3253,3506
20240307,신림선,서울대벤처타운,10767,9836
20240307,신림선,서원,3881,3489
20240307,신림선,신림,1919,2661
20240307,신림선,당곡,5243,5071
20240307,신림선,보라매병원,8716,9093
20240307,신림선,보라매공원,2509,2675
20240307,신림선,보라매,4709,4292
20240307,신림선,서울지방병무청,3531,3873
20240307,신림선,대방,3479,2608
20240307,신림선,샛강,3271,3766
20240307,수인선,인천,1095,1730
20240307,수인선,신포,2139,2236
20240307,수인선,숭의,4669,4351
20240307,수인선,인하대,9890,9159
20240307,수인선,송도,2900,2593
20240307,수인선,연수,5556,5536
20240307,수인선,원인재,5006,5079
20240307,수인선,남동인더스파크,2590,2866
20240307,수인선,호구포,4361,4521
20240307,수인선,인천논현,5902,6509
20240307,수인선,소래포구,5426,4996
20240307,수인선,월곶,3611,3326
20240307,수인선,달월,117,69
20240307,수인선,사리,5889,5248
20240307,수인선,야목,459,385
20240307,수인선,어천,1383,1290
20240307,수인선,오목천,5996,5104
20240307,수인선,고색,6327,6280
20240307,서해선,부천종합운동장,2823,2309
20240307,서해선,원종,5136,5303
20240307,서해선,김포공항,3174,3741
20240307,분당선,매교,6195,6139
20240307,분당선,수원시청,15037,16165
20240307,분당선,매탄권선,6332,6289
20240307,분당선,망포,17985,17315
20240307,분당선,영통,10683,11000
20240307,분당선,청명,5478,5335
20240307,분당선,상갈,6449,6166
20240307,분당선,기흥,12727,12060
20240307,분당선,신갈,5491,5412
20240307,분당선,구성,5759,6156
20240307,분당선,죽전,16778,18385
20240307,분당선,보정,3199,2832
20240307,분당선,이매,6681,6267
20240307,분당선,오리,13345,11263
20240307,분당선,미금,17245,18081
20240307,분당선,정자,20841,21943
20240307,분당선,수내,16010,16435
20240307,분당선,서현,26452,26897
20240307,분당선,야탑,28914,30577
20240307,분당선,모란,21997,22154
20240307,분당선,태평,14514,13890
20240307,분당선,가천대,15546,16026
20240307,분당선,선정릉,9106,9471
20240307,분당선,강남구청,11202,12814
20240307,분당선,압구정로데오,21348,23049
20240307,분당선,서울숲,12898,13230
20240307,분당선,수원,9324,7798
20240307,분당선,복정,8,0
20240307,분당선,수서,16056,16606
20240307,분당선,대모산입구,7092,6631
20240307,분당선,개포동,5383,5458
20240307,분당선,구룡,4594,4388
20240307,분당선,도곡,8873,8809
20240307,분당선,한티,17121,18543
20240307,분당선,선릉,15390,23384
20240307,과천선,범계,30296,30381
20240307,과천선,평촌,20643,20174
20240307,과천선,인덕원,28978,29942
20240307,과천선,정부과천청사,12955,13530
20240307,과천선,과천,7365,6944
20240307,과천선,대공원,2221,2338
20240307,과천선,경마공원,1502,1425
20240307,과천선,선바위,8796,7913
20240307,공항철도 1호선,영종,4100,4204
20240307,공항철도 1호선,인천공항2터미널,7433,5824
20240307,공항철도 1호선,인천공항1터미널,15625,12845
20240307,공항철도 1호선,공항화물청사,2359,2539
20240307,공항철도 1호선,운서,9416,9849
20240307,공항철도 1호선,청라국제도시,8190,7857
20240307,공항철도 1호선,검암,7114,7248
20240307,공항철도 1호선,계양,14579,14152
20240307,공항철도 1호선,김포공항,10254,5030
20240307,공항철도 1호선,마곡나루(서울식물원),12685,12142
20240307,공항철도 1호선,디지털미디어시티,16607,15763
20240307,공항철도 1호선,홍대입구,13145,13423
20240307,공항철도 1호선,공덕,3141,4176
20240307,공항철도 1호선,서울역,13686,11411
20240307,경춘선,춘천,2100,1629
20240307,경춘선,남춘천,3439,2999
20240307,경춘선,김유정,271,306
20240307,경춘선,강촌,479,423
20240307,경춘선,백양리,74,70
20240307,경춘선,굴봉산,84,83
20240307,경춘선,가평,1652,1662
20240307,경춘선,상천,235,232
20240307,경춘선,청평,1627,1560
20240307,경춘선,대성리,366,362
20240307,경춘선,마석,4085,4167
20240307,경춘선,천마산,1709,1548
20240307,경춘선,평내호평,6920,6932
20240307,경춘선,금곡,1636,1660
20240307,경춘선,사릉,2548,2522
20240307,경춘선,퇴계원,3919,3646
20240307,경춘선,별내,3721,3626
20240307,경춘선,갈매,3440,2977
20240307,경춘선,신내,2975,2711
20240307,경인선,도화,4846,4465
20240307,경인선,중동,10404,9859
20240307,경인선,온수(성공회대입구),7579,7246
20240307,경인선,도원,3833,3915
20240307,경인선,간석,6597,6361
20240307,경인선,부개,9681,9126
20240307,경인선,소사,8827,8319
20240307,경인선,구일,8138,8094
20240307,경인선,인천,3540,2609
20240307,경인선,동인천,15058,14114
20240307,경인선,제물포,12623,12097
20240307,경인선,주안,21381,19399
20240307,경인선,동암,17079,17194
20240307,경인선,백운,8204,7974
20240307,경인선,부평,30067,31844
20240307,경인선,송내,29686,29620
20240307,경인선,부천,34970,34850
20240307,경인선,역곡,31609,31473
20240307,경인선,오류동,13314,12561
20240307,경인선,개봉,23857,23897
20240307,경의선,운천,2,2
20240307,경의선,임진강,11,7
20240307,경의선,문산,5463,5475
20240307,경의선,파주,1858,1466
20240307,경의선,월롱,2769,2276
20240307,경의선,금촌,7039,6826
20240307,경의선,금릉,5989,5775
20240307,경의선,운정,8941,8481
20240307,경의선,야당,9642,9917
20240307,경의선,탄현,8932,8656
20240307,경의선,일산,12520,12553
20240307,경의선,풍산,6770,6440
20240307,경의선,백마,8664,8495
20240307,경의선,곡산,751,808
20240307,경의선,능곡,5434,5098
20240307,경의선,행신,9380,9263
20240307,경의선,강매,3853,3290
20240307,경의선,한국항공대,4435,4048
20240307,경의선,수색,3884,4060
20240307,경의선,디지털미디어시티,3167,2932
20240307,경의선,가좌,7023,6734
20240307,경의선,홍대입구,1907,2549
20240307,경의선,서강대,2758,2668
20240307,경의선,공덕,4527,3768
20240307,경의선,효창공원앞,3908,4183
20240307,경의선,신촌,1243,1636
20240307,경의선,서울역,5383,6888
20240307,경원선,연천,1036,1080
20240307,경원선,전곡,1047,941
20240307,경원선,청산,106,101
20240307,경원선,소요산,1501,1437
20240307,경원선,동두천,2220,2210
20240307,경원선,보산,1482,1351
20240307,경원선,동두천중앙,3372,3244
20240307,경원선,지행,7036,7201
20240307,경원선,덕정,7136,6831
20240307,경원선,덕계,6381,5713
20240307,경원선,양주,8512,7878
20240307,경원선,녹양,4681,4358
20240307,경원선,가능,7157,7009
20240307,경원선,의정부,19498,20067
20240307,경원선,회룡,14425,14157
20240307,경원선,망월사,10712,10809
20240307,경원선,도봉산,7872,5027
20240307,경원선,도봉,6598,6377
20240307,경원선,방학,11141,10922
20240307,경원선,녹천,5086,4292
20240307,경원선,월계,9455,8826
20240307,경원선,광운대,10747,10472
20240307,경원선,석계,8328,9517
20240307,경원선,신이문,9439,8885
20240307,경원선,외대앞,12538,12169
20240307,경원선,청량리(서울시립대입구),17925,18177
20240307,경원선,왕십리(성동구청),19820,18896
20240307,경원선,응봉,2078,1748
20240307,경원선,옥수,81,61
20240307,경원선,한남,4587,4344
20240307,경원선,서빙고,2364,2203
20240307,경원선,이촌(국립중앙박물관),4388,3519
20240307,경부선,광명,3927,3291
20240307,경부선,서동탄,1719,1435
20240307,경부선,당정,7781,7487
20240307,경부선,천안,8853,7368
20240307,경부선,두정,10918,11172
20240307,경부선,직산,1067,1062
20240307,경부선,성환,8052,7211
20240307,경부선,평택,14733,14643
20240307,경부선,평택지제,4851,4766
20240307,경부선,송탄,4735,4614
20240307,경부선,진위,1845,1677
20240307,경부선,오산,11592,11733
20240307,경부선,오산대,4642,4404
20240307,경부선,세마,3566,3537
20240307,경부선,병점,18859,19170
20240307,경부선,세류,3797,3520
20240307,경부선,독산,20309,21088
20240307,경부선,수원,41652,43723
20240307,경부선,화서,13718,13243
20240307,경부선,성균관대,19182,18741
20240307,경부선,의왕,10855,10780
20240307,경부선,군포,8365,8288
20240307,경부선,금정,31554,32282
20240307,경부선,명학,11315,11194
20240307,경부선,안양,29139,29258
20240307,경부선,관악,8273,7733
20240307,경부선,석수,10293,9369
20240307,경부선,금천구청,12713,12940
20240307,경부선,가산디지털단지,19852,22615
20240307,경부선,구로,19575,19960
20240307,경부선,신길,9834,8452
20240308,경의선,탄현,9058,8813
20240308,2호선,선릉,65912,58064
20240308,우이신설선,솔샘,6877,6411
20240308,우이신설선,삼양사거리,2925,2906
20240308,우이신설선,삼양,2303,2431
20240308,우이신설선,화계,4059,3826
20240308,우이신설선,가오리,4824,4761
20240308,우이신설선,4.19민주묘지,4028,3685
20240308,우이신설선,솔밭공원,3017,2749
20240308,우이신설선,북한산우이,3029,2767
20240308,안산선,수리산,4688,3756
20240308,중앙선,회기,32464,29936
20240308,장항선,신창(순천향대),4008,2211
20240308,장항선,온양온천,5203,5401
20240308,장항선,배방,1576,1459
20240308,장항선,탕정,2099,1735
20240308,장항선,아산,5671,5176
20240308,장항선,쌍용(나사렛대),3392,2880
20240308,장항선,봉명,1628,1588
20240308,일산선,대화,15455,12207
20240308,일산선,주엽,10951,11372
20240308,일산선,정발산,8228,8774
20240308,일산선,마두,9207,9465
20240308,일산선,백석,11479,11760
20240308,일산선,대곡,3357,2496
20240308,일산선,화정,19615,20266
20240308,일산선,원당,12701,12095
20240308,일산선,삼송,22034,21159
20240308,일산선,지축,4,0
20240308,일산선,원흥,13430,12609
20240308,우이신설선,신설동,2685,2531
20240308,우이신설선,보문,1974,1900
20240308,우이신설선,성신여대입구(돈암),4464,4942
20240308,우이신설선,정릉,5706,5209
20240308,우이신설선,북한산보국문,7639,7138
20240308,분당선,복정,6,0
20240308,경의선,강매,3951,3236
20240308,경강선,이천,3266,3702
20240308,7호선,청담,21961,24451
20240308,중앙선,지평,73,84
20240308,중앙선,용문,1917,2025
20240308,중앙선,원덕,355,404
20240308,중앙선,양평,4294,4592
20240308,중앙선,오빈,309,323
20240308,중앙선,아신,700,677
20240308,중앙선,국수,833,848
20240308,중앙선,신원,195,171
20240308,중앙선,양수,1932,2021
20240308,중앙선,운길산,685,654
20240308,중앙선,팔당,811,874
20240308,중앙선,도심,2717,2082
20240308,중앙선,덕소,6272,6268
20240308,중앙선,양정,591,532
20240308,중앙선,도농,12694,11894
20240308,중앙선,구리,14766,15466
20240308,중앙선,양원,3624,3395
20240308,중앙선,망우,8689,8441
20240308,중앙선,상봉,6595,6364
20240308,중앙선,중랑,6274,6056
20240308,안산선,오이도,9105,9216
20240308,안산선,정왕,12658,12091
20240308,안산선,신길온천,2180,2068
20240308,안산선,안산,13186,12458
20240308,안산선,초지,5894,5998
20240308,안산선,고잔,10138,9824
20240308,안산선,중앙,21751,23809
